v101,v102,v104,v106,v113,v115,v116,v119,v120,v121,v122,v123,v124,v125,v127,v128,v129,v130,v131,v133,v135,v136,v137,v138,v139,v140,v149,v150,v151,v152,v153,v155,v157,v158,v159,v161,v170,v190,v191,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v213,v215,v216,v217,v218,v219,v220,v224,v226,v227,v228,v235,v238,v244,v301,v312,v313,v361,v364,v379,v380,v393,v394,v501,v502,v513,v525,v531,v532,v536,v602,v605,v613,v614,v623,v624,v625,v626,v627,v628,v629,v012,v384a,v384b,v384c,treatment,outcome
3.0,2.0,95.0,2.0,41.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,1.0,10.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,25.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,4.0,-20385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,0.0,1.0,1.0,1.0,18.0,18.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,7.0,2.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0
4.0,2.0,9.0,0.0,14.0,30.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,2.0,0.0,1.0,6.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,-36753.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,995.0,0.0,2.0,4.0,4.0,4.0,4.0,995.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,4.0,17.0,17.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,1.0,21.0,20.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,1.0,7.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,20.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,4.0,-24227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0,0.0,1.0,3.0,5.0,98.0,7.0,0.0,4.0,0.0,4.0,98.0,98.0,98.0,18.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,0.0,41.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,13.0,3.0,64.0,0.0,1.0,7.0,2.0,2.0,7.0,2.0,0.0,2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-28884.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,103.0,1.0,1.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,4.0,15.0,15.0,6.0,1.0,3.0,5.0,98.0,7.0,0.0,4.0,0.0,4.0,98.0,98.0,98.0,30.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,0.0,41.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,13.0,3.0,64.0,0.0,1.0,4.0,1.0,1.0,7.0,2.0,0.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-36903.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,20.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0
4.0,2.0,5.0,1.0,14.0,60.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,3.0,2.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,-31196.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,303.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,2.0,1.0,2.0,18.0,97.0,2.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,3.0,1.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,1.0,42.0,30.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,3.0,64.0,2.0,1.0,6.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,30.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,4.0,-25152.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,107.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,32.0,4.0,0.0,0.0,1.0,1.0,2.0,16.0,16.0,6.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,25.0,1.0,1.0,0.0,1.0,0.0
7.0,2.0,95.0,0.0,42.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,13.0,3.0,64.0,0.0,1.0,7.0,1.0,1.0,7.0,2.0,0.0,2.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-44521.0,7.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1.0,5.0,7.0,7.0,6.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,5.0,18.0,18.0,0.0,1.0,3.0,5.0,9.0,6.0,0.0,4.0,0.0,4.0,5.0,4.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,0.0,41.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,3.0,64.0,0.0,1.0,7.0,1.0,1.0,7.0,2.0,0.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-34394.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,304.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,0.0,1.0,1.0,3.0,22.0,21.0,3.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,0.0,42.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,13.0,3.0,64.0,0.0,1.0,6.0,1.0,1.0,7.0,2.0,0.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-38748.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,4.0,19.0,18.0,3.0,1.0,3.0,5.0,5.0,5.0,0.0,4.0,0.0,4.0,3.0,2.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,0.0,42.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,13.0,1.0,64.0,0.0,1.0,6.0,1.0,1.0,7.0,2.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-47092.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,302.0,0.0,5.0,4.0,4.0,4.0,6.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,17.0,0.0,1.0,1.0,2.0,8.0,6.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0
7.0,2.0,95.0,0.0,42.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,3.0,64.0,0.0,1.0,6.0,1.0,1.0,7.0,2.0,0.0,2.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-33556.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,1.0,5.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,4.0,15.0,15.0,0.0,1.0,1.0,2.0,7.0,6.0,0.0,3.0,0.0,3.0,4.0,3.0,0.0,30.0,0.0,0.0,0.0,1.0,
7.0,2.0,95.0,0.0,42.0,30.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,13.0,3.0,64.0,0.0,1.0,5.0,2.0,1.0,7.0,2.0,0.0,2.0,1.0,27.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,3.0,-38992.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,5.0,2.0,2.0,2.0,2.0,995.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,6.0,2.0,3.0,5.0,4.0,4.0,2.0,7.0,2.0,7.0,2.0,2.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0
5.0,1.0,1.0,2.0,62.0,996.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,2.0,8.0,1.0,3.0,0.0,1.0,5.0,1.0,3.0,2.0,1.0,43.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,5.0,62252.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,33.0,5.0,0.0,1.0,1.0,1.0,2.0,14.0,14.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,21.0,0.0,0.0,0.0,1.0,
5.0,1.0,15.0,1.0,14.0,998.0,22.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,32.0,21.0,13.0,4.0,5.0,6.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,18.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,5.0,25712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,1.0,1.0,1.0,10.0,6.0,0.0,7.0,0.0,7.0,5.0,5.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0
4.0,2.0,95.0,0.0,42.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,2.0,0.0,1.0,8.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,-50477.0,7.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,114.0,1.0,4.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,5.0,18.0,18.0,0.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0
4.0,2.0,2.0,1.0,14.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,13.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,30.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,3.0,-46294.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,303.0,0.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,18.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,
4.0,2.0,95.0,1.0,14.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,4.0,2.0,6.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,27.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,3.0,-41094.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,108.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0,16.0,0.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,25.0,1.0,0.0,0.0,1.0,
4.0,2.0,6.0,1.0,42.0,20.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-18735.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,5.0,2.0,2.0,2.0,2.0,995.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,0.0,0.0,1.0,1.0,2.0,15.0,15.0,6.0,1.0,2.0,4.0,4.0,4.0,2.0,7.0,2.0,7.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
11.0,1.0,10.0,0.0,13.0,996.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,31.0,4.0,2.0,0.0,1.0,5.0,1.0,1.0,11.0,1.0,0.0,2.0,1.0,31.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,5.0,22290.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,4.0,17.0,17.0,6.0,1.0,3.0,5.0,6.0,6.0,0.0,4.0,0.0,4.0,2.0,4.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0
11.0,1.0,9.0,0.0,12.0,996.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,31.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,1.0,2.0,23.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,131915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0
9.0,2.0,5.0,0.0,14.0,90.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,31.0,4.0,5.0,0.0,1.0,4.0,2.0,1.0,9.0,2.0,0.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-29862.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,309.0,0.0,8.0,2.0,3.0,3.0,2.0,997.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,98.0,8.0,0.0,1.0,1.0,1.0,2.0,17.0,17.0,0.0,3.0,1.0,1.0,6.0,6.0,1.0,7.0,1.0,7.0,4.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
9.0,2.0,4.0,1.0,12.0,996.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,21.0,31.0,4.0,2.0,6.0,1.0,3.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,21.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0,5.0,61239.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,321.0,0.0,4.0,1.0,1.0,1.0,1.0,21.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,21.0,3.0,0.0,1.0,1.0,1.0,1.0,17.0,17.0,0.0,1.0,1.0,2.0,95.0,7.0,3.0,3.0,3.0,3.0,95.0,95.0,95.0,21.0,1.0,1.0,0.0,1.0,0.0
3.0,2.0,29.0,0.0,21.0,10.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,1.0,0.0,1.0,7.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-31603.0,8.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,403.0,0.0,2.0,7.0,7.0,6.0,8.0,36.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,7.0,10.0,10.0,0.0,1.0,3.0,5.0,0.0,0.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,0.0,21.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,-33190.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,4.0,8.0,8.0,0.0,1.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,4.0,1.0,21.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-45560.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,18.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,12.0,0.0,21.0,30.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,1.0,0.0,1.0,6.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-20553.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,303.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,3.0,14.0,14.0,0.0,1.0,2.0,4.0,95.0,7.0,0.0,3.0,0.0,3.0,95.0,95.0,95.0,27.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,1.0,0.0,42.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,1.0,0.0,1.0,7.0,0.0,2.0,3.0,2.0,0.0,4.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-41293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,31.0,0.0,21.0,120.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,31.0,1.0,3.0,0.0,1.0,6.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,-28922.0,10.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,303.0,0.0,5.0,7.0,7.0,6.0,10.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,0.0,0.0,1.0,1.0,7.0,9.0,9.0,0.0,1.0,3.0,5.0,95.0,7.0,0.0,2.0,0.0,2.0,95.0,95.0,95.0,49.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,95.0,0.0,21.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,1.0,3.0,0.0,1.0,8.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,-48023.0,9.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,302.0,0.0,1.0,7.0,7.0,6.0,9.0,997.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,5.0,17.0,17.0,0.0,1.0,3.0,5.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,0.0,21.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,-38483.0,6.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,8.0,4.0,4.0,4.0,6.0,995.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,98.0,8.0,0.0,0.0,1.0,1.0,5.0,14.0,14.0,0.0,1.0,1.0,2.0,95.0,7.0,2.0,6.0,2.0,5.0,95.0,95.0,95.0,34.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,95.0,1.0,21.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,31.0,1.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-67302.0,7.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,304.0,0.0,5.0,7.0,7.0,6.0,7.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,1.0,5.0,16.0,16.0,6.0,1.0,2.0,4.0,8.0,6.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,0.0,21.0,90.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,28.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,4.0,-20762.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,401.0,0.0,2.0,3.0,3.0,3.0,3.0,995.0,9.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,4.0,98.0,8.0,0.0,1.0,1.0,1.0,3.0,13.0,13.0,0.0,2.0,1.0,2.0,5.0,5.0,2.0,7.0,2.0,7.0,3.0,2.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,19.0,0.0,41.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,-52865.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0,4.0,3.0,3.0,3.0,5.0,6.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,32.0,4.0,0.0,0.0,1.0,1.0,5.0,15.0,15.0,0.0,1.0,3.0,5.0,8.0,6.0,3.0,4.0,3.0,4.0,4.0,4.0,0.0,40.0,0.0,0.0,0.0,1.0,
3.0,2.0,95.0,0.0,21.0,20.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,31.0,1.0,1.0,0.0,1.0,6.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,44.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,5.0,-3985.0,7.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,311.0,0.0,8.0,5.0,5.0,5.0,7.0,11.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,98.0,8.0,0.0,1.0,1.0,1.0,5.0,13.0,13.0,0.0,1.0,3.0,5.0,95.0,7.0,3.0,9.0,3.0,9.0,95.0,95.0,95.0,38.0,0.0,0.0,0.0,1.0,0.0
