v101,v102,v104,v106,v113,v115,v116,v119,v120,v121,v122,v123,v124,v125,v127,v128,v129,v130,v131,v133,v135,v136,v137,v138,v139,v140,v149,v150,v151,v152,v153,v155,v157,v158,v159,v161,v167,v170,v190,v191,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v213,v215,v216,v217,v218,v219,v220,v224,v226,v227,v228,v235,v238,v244,v301,v312,v313,v361,v364,v393,v394,v501,v502,v513,v525,v531,v532,v536,v602,v605,v613,v614,v623,v624,v625,v626,v627,v628,v629,v012,v384a,v384b,v384c,treatment,outcome
1.0,1.0,0.0,2.0,14.0,15.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,31.0,2.0,17.0,8.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,72.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,-41066.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,15.0,15.0,0.0,3.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0
4.0,2.0,18.0,0.0,43.0,30.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,31.0,2.0,18.0,0.0,1.0,4.0,1.0,1.0,4.0,2.0,0.0,3.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,-64681.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,28.0,0.0,0.0,0.0,1.0,
1.0,2.0,4.0,0.0,31.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,13.0,31.0,1.0,13.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,-32068.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,308.0,0.0,5.0,3.0,4.0,4.0,4.0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,4.0,15.0,15.0,0.0,3.0,2.0,4.0,4.0,4.0,1.0,7.0,1.0,7.0,2.0,2.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,95.0,1.0,31.0,25.0,23.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,34.0,13.0,31.0,2.0,13.0,5.0,1.0,8.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,4.0,62683.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
4.0,2.0,95.0,0.0,43.0,15.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,31.0,31.0,2.0,18.0,0.0,1.0,8.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,3.0,-20669.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,18.0,18.0,0.0,1.0,3.0,5.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,95.0,2.0,31.0,21.0,23.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,34.0,13.0,31.0,1.0,13.0,7.0,1.0,6.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,48.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,22575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,3.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,17.0,0.0,31.0,15.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,14.0,0.0,1.0,7.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,-1730.0,7.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,203.0,1.0,5.0,4.0,4.0,4.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,16.0,16.0,0.0,3.0,3.0,5.0,7.0,6.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,17.0,2.0,31.0,15.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,1.0,14.0,9.0,1.0,7.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,42.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,3.0,-1730.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,2.0,2.0,2.0,2.0,2.0,995.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,15.0,15.0,0.0,2.0,3.0,5.0,2.0,2.0,2.0,7.0,2.0,7.0,1.0,1.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0
3.0,2.0,0.0,2.0,43.0,50.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,13.0,31.0,2.0,14.0,11.0,1.0,13.0,3.0,3.0,3.0,2.0,3.0,15.0,1.0,26.0,0.0,1.0,1.0,2.0,1.0,8.0,0.0,0.0,2.0,-54658.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,112.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,21.0,1.0,0.0,0.0,1.0,
3.0,2.0,5.0,0.0,42.0,35.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,33.0,31.0,2.0,19.0,0.0,1.0,6.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,-62008.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,202.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0
3.0,2.0,95.0,0.0,42.0,50.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,31.0,2.0,19.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,1.0,-86446.0,6.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,303.0,0.0,8.0,4.0,5.0,5.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,4.0,15.0,15.0,0.0,1.0,1.0,2.0,8.0,6.0,1.0,7.0,1.0,7.0,4.0,4.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,3.0,1.0,43.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,31.0,31.0,2.0,19.0,4.0,1.0,7.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,32.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,3.0,-27493.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,308.0,0.0,5.0,3.0,4.0,4.0,4.0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,14.0,14.0,6.0,3.0,1.0,2.0,7.0,6.0,1.0,7.0,1.0,7.0,3.0,4.0,0.0,28.0,1.0,0.0,0.0,1.0,0.0
1.0,2.0,95.0,0.0,21.0,15.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,13.0,22.0,2.0,17.0,0.0,1.0,6.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,-42865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,16.0,1.0,1.0,1.0,1.0,
3.0,2.0,6.0,0.0,42.0,50.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,31.0,31.0,2.0,19.0,0.0,1.0,7.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,40.0,0.0,0.0,0.0,2.0,1.0,8.0,6.0,0.0,3.0,-13218.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,202.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0,16.0,0.0,1.0,1.0,2.0,9.0,6.0,0.0,3.0,0.0,3.0,4.0,5.0,0.0,35.0,0.0,0.0,0.0,1.0,
3.0,2.0,0.0,2.0,42.0,40.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,31.0,31.0,2.0,19.0,12.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,35.0,0.0,2.0,0.0,2.0,2.0,8.0,0.0,1.0,3.0,7492.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,20.0,1.0,0.0,0.0,1.0,
3.0,2.0,0.0,0.0,42.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,31.0,2.0,19.0,0.0,1.0,4.0,0.0,1.0,3.0,2.0,0.0,3.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,-76027.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,302.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,12.0,0.0,3.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,4.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,
1.0,2.0,8.0,1.0,32.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,2.0,17.0,6.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,-98397.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,107.0,1.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,13.0,13.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,32.0,0.0,0.0,0.0,1.0,
1.0,2.0,25.0,1.0,32.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,17.0,2.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,59.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,-82156.0,10.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,104.0,1.0,1.0,9.0,9.0,6.0,10.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,15.0,15.0,0.0,3.0,3.0,5.0,6.0,6.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,16.0,2.0,43.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,2.0,17.0,7.0,1.0,11.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,45.0,0.0,2.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,-87934.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,301.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,13.0,13.0,0.0,2.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0
1.0,2.0,95.0,2.0,43.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,2.0,17.0,8.0,1.0,11.0,2.0,2.0,1.0,2.0,3.0,13.0,1.0,45.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,-87934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,95.0,0.0,31.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,2.0,17.0,0.0,1.0,7.0,1.0,2.0,1.0,2.0,0.0,8.0,2.0,35.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,0.0,2.0,-71784.0,11.0,0.0,0.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,994.0,0.0,4.0,8.0,8.0,6.0,11.0,994.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,5.0,15.0,15.0,0.0,1.0,5.0,7.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,1.0,32.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,19.0,4.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,-23970.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,17.0,17.0,0.0,1.0,2.0,4.0,8.0,6.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0
4.0,1.0,10.0,2.0,21.0,5.0,21.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,31.0,31.0,2.0,17.0,8.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,26.0,0.0,1.0,0.0,0.0,2.0,7.0,2.0,0.0,4.0,88209.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,15.0,15.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,7.0,0.0,7.0,2.0,4.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0
4.0,1.0,95.0,2.0,31.0,996.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,17.0,11.0,1.0,11.0,1.0,3.0,4.0,1.0,3.0,14.0,1.0,73.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,0.0,5.0,196178.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,8.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,2.0,32.0,30.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,31.0,2.0,14.0,10.0,1.0,13.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,63.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,-62039.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,15.0,15.0,0.0,3.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,
4.0,1.0,17.0,2.0,31.0,15.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,17.0,8.0,1.0,4.0,0.0,2.0,4.0,1.0,3.0,1.0,2.0,20.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,0.0,4.0,60262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,7.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0
4.0,1.0,95.0,2.0,31.0,15.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,17.0,8.0,1.0,4.0,0.0,2.0,4.0,1.0,3.0,15.0,2.0,20.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,0.0,4.0,60262.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,1.0,43.0,40.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,31.0,2.0,19.0,6.0,1.0,15.0,6.0,5.0,3.0,2.0,2.0,2.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,-52061.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,995.0,0.0,3.0,1.0,1.0,1.0,1.0,995.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,16.0,0.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,
4.0,1.0,0.0,2.0,31.0,15.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,17.0,8.0,1.0,8.0,2.0,3.0,4.0,1.0,3.0,8.0,2.0,29.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,4.0,37479.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,15.0,15.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0
4.0,1.0,0.0,1.0,31.0,15.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,31.0,31.0,2.0,17.0,4.0,1.0,7.0,0.0,3.0,4.0,1.0,1.0,3.0,2.0,58.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,5.0,127497.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,3.0,14.0,14.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,7.0,0.0,7.0,3.0,3.0,0.0,36.0,0.0,0.0,0.0,1.0,1.0
4.0,1.0,95.0,2.0,31.0,40.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,31.0,1.0,17.0,9.0,1.0,8.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,56.0,0.0,2.0,0.0,2.0,2.0,7.0,2.0,0.0,4.0,18625.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0
4.0,1.0,95.0,2.0,31.0,18.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34.0,31.0,31.0,2.0,19.0,9.0,1.0,9.0,0.0,6.0,4.0,1.0,3.0,3.0,1.0,64.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,180508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
5.0,1.0,95.0,2.0,14.0,15.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,34.0,31.0,1.0,17.0,9.0,1.0,11.0,1.0,3.0,5.0,1.0,3.0,5.0,2.0,71.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,234355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,18.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,18.0,1.0,1.0,1.0,1.0,
4.0,1.0,95.0,2.0,31.0,15.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,19.0,12.0,1.0,18.0,2.0,7.0,4.0,1.0,4.0,3.0,1.0,61.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,5.0,157703.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,1.0,1.0,3.0,5.0,5.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0
5.0,1.0,5.0,2.0,72.0,30.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,34.0,31.0,2.0,12.0,12.0,1.0,8.0,2.0,3.0,5.0,1.0,4.0,3.0,1.0,44.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,277524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,19.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,23.0,1.0,1.0,0.0,1.0,0.0
4.0,1.0,95.0,2.0,31.0,15.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,31.0,31.0,2.0,17.0,9.0,1.0,18.0,2.0,7.0,4.0,1.0,3.0,10.0,1.0,61.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,5.0,157703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,0.0,3.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,
