v101,v102,v104,v106,v113,v115,v116,v119,v120,v121,v122,v123,v124,v125,v127,v128,v129,v130,v131,v133,v135,v136,v137,v138,v139,v140,v149,v150,v151,v152,v153,v155,v157,v158,v159,v161,v167,v190,v191,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v213,v215,v216,v217,v218,v219,v220,v224,v226,v227,v228,v235,v238,v301,v312,v313,v361,v364,v393,v394,v501,v502,v513,v525,v531,v532,v536,v602,v605,v613,v614,v623,v624,v625,v626,v627,v628,v629,v012,v384a,v384b,v384c,treatment,outcome
3.0,2.0,1.0,1.0,13.0,20.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,1.0,9.0,7.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,29.0,0.0,1.0,0.0,2.0,0.0,8.0,2.0,1.0,-86125.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,307.0,0.0,8.0,2.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,17.0,17.0,0.0,3.0,3.0,5.0,3.0,3.0,1.0,7.0,1.0,7.0,2.0,1.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,2.0,1.0,13.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,1.0,9.0,8.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,22.0,0.0,2.0,0.0,1.0,0.0,8.0,2.0,2.0,-45559.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0,20.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,23.0,1.0,1.0,0.0,1.0,0.0
3.0,2.0,3.0,1.0,21.0,10.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,31.0,21.0,1.0,9.0,6.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,-3957.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0,20.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,1.0,2.0,21.0,5.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,2.0,9.0,12.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,22.0,0.0,2.0,1.0,1.0,1.0,8.0,0.0,2.0,-37339.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,201.0,1.0,3.0,1.0,1.0,1.0,1.0,997.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,96.0,20.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,7.0,0.0,0.0,2.0,21.0,1.0,0.0,1.0,1.0,0.0
3.0,2.0,4.0,1.0,43.0,20.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,23.0,21.0,2.0,9.0,6.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,24.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,2.0,-50113.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,401.0,0.0,4.0,2.0,2.0,2.0,2.0,12.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,96.0,14.0,0.0,1.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,20.0,1.0,0.0,1.0,1.0,0.0
3.0,2.0,17.0,1.0,43.0,30.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,13.0,21.0,1.0,9.0,6.0,1.0,8.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,40.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,2.0,-37771.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,303.0,0.0,8.0,6.0,6.0,6.0,6.0,3.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,19.0,19.0,0.0,1.0,3.0,5.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,1.0,43.0,15.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,31.0,21.0,2.0,9.0,4.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,41.0,0.0,2.0,0.0,2.0,0.0,8.0,3.0,3.0,-16330.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,96.0,18.0,0.0,1.0,2.0,4.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,26.0,1.0,43.0,15.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,13.0,21.0,1.0,9.0,8.0,1.0,6.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,39.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,2.0,-41016.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,203.0,1.0,2.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,20.0,20.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,4.0,0.0,4.0,3.0,3.0,0.0,37.0,1.0,0.0,0.0,0.0,
3.0,2.0,8.0,1.0,43.0,10.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,31.0,21.0,1.0,9.0,8.0,1.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,41.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,2.0,-23931.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,96.0,22.0,0.0,1.0,3.0,5.0,5.0,5.0,0.0,4.0,0.0,4.0,2.0,2.0,1.0,36.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,8.0,1.0,43.0,120.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,2.0,9.0,8.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,32.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,2.0,-51359.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,96.0,21.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,28.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,2.0,2.0,43.0,10.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,31.0,21.0,2.0,3.0,12.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,27.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,4.0,59626.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,305.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,21.0,21.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,7.0,1.0,1.0,2.0,27.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,5.0,1.0,43.0,60.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,2.0,9.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,-49163.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,203.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,96.0,97.0,5.0,3.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,23.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,7.0,1.0,13.0,15.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,14.0,21.0,2.0,9.0,6.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,26.0,0.0,2.0,1.0,2.0,1.0,8.0,0.0,2.0,-24940.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,202.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,96.0,19.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,20.0,1.0,43.0,60.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,1.0,9.0,4.0,1.0,5.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,-44204.0,8.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,1.0,8.0,7.0,7.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,14.0,14.0,0.0,3.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,41.0,0.0,0.0,0.0,1.0,
3.0,2.0,4.0,1.0,43.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,1.0,9.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,-94775.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,305.0,0.0,8.0,4.0,5.0,5.0,4.0,997.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,3.0,96.0,15.0,0.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,28.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,1.0,1.0,43.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,1.0,9.0,7.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,25.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,2.0,-56887.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,16.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0
3.0,2.0,95.0,1.0,21.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,1.0,9.0,3.0,1.0,8.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-107773.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,1.0,8.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,11.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,19.0,18.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,95.0,1.0,12.0,996.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,21.0,3.0,1.0,8.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,513.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,104.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0
3.0,1.0,10.0,2.0,12.0,996.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,32.0,21.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,30.0,0.0,2.0,2.0,0.0,2.0,7.0,0.0,5.0,148901.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,19.0,19.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,8.0,0.0,8.0,2.0,1.0,0.0,30.0,1.0,1.0,1.0,0.0,0.0
3.0,1.0,0.0,3.0,11.0,996.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,32.0,21.0,2.0,4.0,15.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,27.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,261216.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,2.0,1.0,1.0,1.0,1.0,995.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,19.0,0.0,1.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,3.0,26.0,1.0,1.0,1.0,1.0,0.0
3.0,1.0,3.0,2.0,12.0,996.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,32.0,21.0,1.0,1.0,12.0,1.0,2.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,39.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,5.0,144838.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,3.0,2.0,4.0,96.0,23.0,0.0,3.0,3.0,5.0,2.0,2.0,0.0,8.0,0.0,8.0,1.0,1.0,0.0,39.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,95.0,2.0,11.0,996.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,32.0,21.0,2.0,1.0,12.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,29.0,0.0,2.0,0.0,0.0,2.0,7.0,3.0,5.0,192926.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,19.0,19.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,29.0,1.0,1.0,1.0,0.0,1.0
3.0,1.0,0.0,3.0,11.0,996.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,32.0,21.0,2.0,4.0,15.0,1.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,31.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,5.0,282244.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,303.0,0.0,8.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,15.0,15.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,26.0,1.0,1.0,1.0,0.0,0.0
3.0,1.0,95.0,3.0,12.0,996.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,32.0,21.0,2.0,1.0,13.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,41.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,5.0,126652.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,96.0,30.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,9.0,3.0,11.0,996.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,34.0,32.0,21.0,1.0,1.0,14.0,1.0,5.0,1.0,3.0,3.0,1.0,5.0,1.0,2.0,33.0,0.0,2.0,2.0,2.0,2.0,7.0,1.0,5.0,201347.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,24.0,24.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,33.0,1.0,1.0,1.0,1.0,0.0
3.0,1.0,20.0,3.0,11.0,996.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,32.0,32.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,65.0,0.0,2.0,2.0,2.0,2.0,7.0,0.0,5.0,241892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,25.0,25.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,8.0,0.0,8.0,0.0,0.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,8.0,2.0,12.0,996.0,22.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,34.0,27.0,21.0,2.0,1.0,11.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,23.0,0.0,2.0,2.0,2.0,2.0,7.0,0.0,4.0,79144.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,96.0,18.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,21.0,1.0,1.0,1.0,1.0,0.0
3.0,1.0,4.0,1.0,12.0,996.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,36.0,21.0,2.0,1.0,8.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,31.0,0.0,2.0,0.0,2.0,0.0,8.0,1.0,4.0,25949.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,302.0,0.0,8.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,16.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0
3.0,1.0,4.0,1.0,12.0,996.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,21.0,2.0,1.0,8.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,26.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,4.0,59424.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,201.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,96.0,19.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,95.0,1.0,12.0,996.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,21.0,2.0,1.0,8.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,43.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,2.0,-21870.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,3.0,3.0,3.0,3.0,3.0,995.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,19.0,0.0,1.0,3.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,0.0,1.0,12.0,996.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,36.0,21.0,2.0,9.0,8.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,71.0,0.0,2.0,1.0,0.0,1.0,8.0,2.0,4.0,36974.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,96.0,21.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,26.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,0.0,2.0,12.0,996.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,13.0,21.0,2.0,1.0,8.0,1.0,6.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,51.0,0.0,2.0,2.0,2.0,2.0,8.0,0.0,3.0,3630.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,2.0,1.0,1.0,1.0,1.0,995.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,18.0,18.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0
3.0,2.0,96.0,3.0,97.0,997.0,97.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,97.0,97.0,97.0,2.0,4.0,14.0,2.0,6.0,1.0,2.0,97.0,7.0,5.0,10.0,2.0,59.0,7.0,2.0,2.0,2.0,2.0,97.0,4.0,3.0,8305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,5.0,2.0,1.0,20.0,20.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,8.0,0.0,8.0,1.0,1.0,0.0,27.0,1.0,1.0,1.0,1.0,0.0
3.0,2.0,4.0,1.0,31.0,996.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,21.0,2.0,4.0,8.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,40.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,3.0,19398.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,301.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,96.0,28.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,7.0,2.0,2.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,3.0,12.0,996.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,33.0,21.0,1.0,1.0,14.0,1.0,4.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,33.0,0.0,2.0,1.0,2.0,1.0,8.0,0.0,4.0,30081.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,995.0,0.0,2.0,2.0,2.0,2.0,2.0,995.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,21.0,21.0,0.0,1.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,32.0,1.0,1.0,1.0,1.0,0.0
3.0,1.0,95.0,1.0,12.0,996.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,21.0,2.0,1.0,8.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,34.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,3.0,-14720.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,304.0,0.0,8.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,96.0,22.0,0.0,1.0,3.0,5.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0
